section,book_subject,unit,q_id,admin_subject,level,page,qusetion,missing in admin,missing in book,double in admin,sort_key
מילולי,עריכת ניסוי,1,4101,עריכת ניסוי,3,350,10,,,,350010
מילולי,עריכת ניסוי,1,4095,עריכת ניסוי,5,351,11,,,,351011
מילולי,עריכת ניסוי,1,4192,עריכת ניסוי,3,351,12,,,,351012
מילולי,עריכת ניסוי,1,4193,עריכת ניסוי,3,352,13,,,,352013
מילולי,כללים וסידורים,1,4916,כללים וסידורים,6,355,1,,,,355001
מילולי,כללים וסידורים,1,,,,355,2,1,,,355002
מילולי,כללים וסידורים,1,,,,355,3,1,,,355003
מילולי,כללים וסידורים,1,,,,356,4,1,,,356004
מילולי,כללים וסידורים,1,,,,356,5,1,,,356005
מילולי,כללים וסידורים,1,,,,357,6,1,,,357006
מילולי,כללים וסידורים,1,,,,357,7,1,,,357007
מילולי,כללים וסידורים,1,4104,עריכת ניסוי,3,358,8,,,,358008
מילולי,כללים וסידורים,1,4908,כללים וסידורים,5,358,9,,,,358009
מילולי,משמעות מילולית,1,4094,משמעות מילולית,5,361,1,,,,361001
מילולי,משמעות מילולית,1,4096,עריכת ניסוי,3,361,2,,,,361002
מילולי,משמעות מילולית,1,4107,משמעות מילולית,6,362,3,,,,362003
מילולי,משמעות מילולית,1,4190,משמעות מילולית,3,362,4,,,,362004
מילולי,משמעות מילולית,1,4386,משמעות מילולית,4,362,5,,,,362005
מילולי,משמעות מילולית,1,4420,משמעות מילולית,4,363,6,,,,363006
מילולי,תרגול מעורב,1,4904,עריכת ניסוי,2,367,1,,,,367001
מילולי,תרגול מעורב,1,,,,367,2,1,,,367002
מילולי,תרגול מעורב,1,4909,שאלות פסקה,7,368,3,,,,368003
מילולי,תרגול מעורב,1,4906,עריכת ניסוי,4,368,4,,,,368004
מילולי,תרגול מעורב,1,4907,משמעות מילולית,10,368,5,,,,368005
מילולי,תרגול מעורב,1,4910,כללים וסידורים,6,369,6,,,,369006
מילולי,תרגול מעורב,1,4915,השלמת משפטים מילולי,9,369,7,,,,369007
מילולי,תרגול מעורב,1,4911,עריכת ניסוי,3,369,8,,,,369008
מילולי,תרגול מעורב,1,4917,שאלות פסקה,6,370,9,,,,370009
מילולי,תרגול מעורב,2,4918,משמעות מילולית,2,370,10,,,,370010
מילולי,תרגול מעורב,2,4919,שאלות פסקה,7,371,11,,,,371011
מילולי,תרגול מעורב,2,4920,משמעות מילולית,9,371,12,,,,371012
מילולי,תרגול מעורב,2,,,,371,13,1,,,371013
מילולי,תרגול מעורב,2,4926,עריכת ניסוי,4,372,14,,,,372014
מילולי,תרגול מעורב,2,5068,עריכת ניסוי,8,372,15,,,,372015
מילולי,תרגול מעורב,2,,,,373,16,1,,,373016
מילולי,תרגול מעורב,2,5069,שאלות פסקה,9,373,17,,,,373017
מילולי,קטע קריאה,1,,,,377,1,1,,,377001
מילולי,קטע קריאה,1,,,,377,2,1,,,377002
מילולי,קטע קריאה,1,,,,377,3,1,,,377003
מילולי,קטע קריאה,1,,,,377,4,1,,,377004
מילולי,קטע קריאה,1,,,,378,5,1,,,378005
מילולי,קטע קריאה,2,,,,381,6,1,,,381006
מילולי,קטע קריאה,2,,,,381,7,1,,,381007
מילולי,קטע קריאה,2,,,,381,8,1,,,381008
מילולי,קטע קריאה,2,,,,381,9,1,,,381009
מילולי,קטע קריאה,2,,,,382,10,1,,,382010
מילולי,קטע קריאה,2,,,,382,11,1,,,382011
מילולי,קטע קריאה,3,,,,385,12,1,,,385012
מילולי,קטע קריאה,3,,,,385,13,1,,,385013
מילולי,קטע קריאה,3,,,,385,14,1,,,385014
מילולי,קטע קריאה,3,,,,385,15,1,,,385015
מילולי,קטע קריאה,3,,,,386,16,1,,,386016
מילולי,קטע קריאה,3,,,,386,17,1,,,386017
מילולי,קטע קריאה,4,,,,389,18,1,,,389018
מילולי,קטע קריאה,4,,,,389,19,1,,,389019
מילולי,קטע קריאה,4,,,,389,20,1,,,389020
מילולי,קטע קריאה,4,,,,389,21,1,,,389021
מילולי,קטע קריאה,4,,,,390,22,1,,,390022
מילולי,קטע קריאה,4,,,,390,23,1,,,390023
מילולי,קטע קריאה,5,,,,393,24,1,,,393024
מילולי,קטע קריאה,5,,,,393,25,1,,,393025
מילולי,קטע קריאה,5,,,,393,26,1,,,393026
מילולי,קטע קריאה,5,,,,393,27,1,,,393027
מילולי,קטע קריאה,5,,,,394,28,1,,,394028
מילולי,קטע קריאה,5,,,,394,29,1,,,394029
אנגלית,Sentence Completion,1,,,,397,1,1,,,397001
אנגלית,Sentence Completion,1,,,,397,2,1,,,397002
אנגלית,Sentence Completion,1,,,,397,3,1,,,397003
אנגלית,Sentence Completion,1,,,,397,4,1,,,397004
אנגלית,Sentence Completion,1,,,,398,5,1,,,398005
אנגלית,Sentence Completion,1,,,,398,6,1,,,398006
אנגלית,Sentence Completion,1,,,,398,7,1,,,398007
אנגלית,Sentence Completion,1,,,,398,8,1,,,398008
אנגלית,Sentence Completion,2,,,,399,9,1,,,399009
אנגלית,Sentence Completion,2,,,,399,10,1,,,399010
אנגלית,Sentence Completion,2,,,,399,11,1,,,399011
אנגלית,Sentence Completion,2,,,,399,12,1,,,399012
אנגלית,Sentence Completion,2,,,,400,13,1,,,400013
אנגלית,Sentence Completion,2,,,,400,14,1,,,400014
אנגלית,Sentence Completion,2,,,,400,15,1,,,400015
אנגלית,Sentence Completion,2,,,,400,16,1,,,400016
אנגלית,Restatements,1,,,,403,1,1,,,403001
אנגלית,Restatements,1,,,,403,2,1,,,403002
אנגלית,Restatements,1,,,,403,3,1,,,403003
אנגלית,Restatements,1,,,,404,4,1,,,404004
אנגלית,Restatements,1,,,,404,5,1,,,404005
אנגלית,Restatements,1,,,,405,6,1,,,405006
אנגלית,Restatements,1,,,,405,7,1,,,405007
אנגלית,Reading Comprehension,1,,,,409,1,1,,,409001
אנגלית,Reading Comprehension,1,,,,409,2,1,,,409002
אנגלית,Reading Comprehension,1,,,,409,3,1,,,409003
אנגלית,Reading Comprehension,1,,,,409,4,1,,,409004
אנגלית,Reading Comprehension,1,,,,409,5,1,,,409005
אנגלית,Reading Comprehension,2,,,,411,6,1,,,411006
אנגלית,Reading Comprehension,2,,,,411,7,1,,,411007
אנגלית,Reading Comprehension,2,,,,411,8,1,,,411008
אנגלית,Reading Comprehension,2,,,,411,9,1,,,411009
אנגלית,Reading Comprehension,2,,,,411,10,1,,,411010
אנגלית,Reading Comprehension,2,,,,413,11,1,,,413011
אנגלית,Reading Comprehension,2,,,,413,12,1,,,413012
אנגלית,Reading Comprehension,2,,,,413,13,1,,,413013
אנגלית,Reading Comprehension,2,,,,413,14,1,,,413014
אנגלית,Reading Comprehension,2,,,,413,15,1,,,413015
אנגלית,Reading Comprehension,3,,,,415,16,1,,,415016
אנגלית,Reading Comprehension,3,,,,415,17,1,,,415017
אנגלית,Reading Comprehension,3,,,,415,18,1,,,415018
אנגלית,Reading Comprehension,3,,,,415,19,1,,,415019
אנגלית,Reading Comprehension,3,,,,415,20,1,,,415020
אנגלית,Reading Comprehension,3,,,,417,21,1,,,417021
אנגלית,Reading Comprehension,3,,,,417,22,1,,,417022
אנגלית,Reading Comprehension,3,,,,417,23,1,,,417023
אנגלית,Reading Comprehension,3,,,,417,24,1,,,417024
אנגלית,Reading Comprehension,3,,,,417,25,1,,,417025
,,,470,שלמים,4,,,,1,,0
,,,472,חלוקה,7,,,,1,,0
,,,523,חלוקה,6,,,,1,,0
,,,588,חלוקה,4,,,,1,,0
,,,591,חלוקה,7,,,,1,,0
,,,625,שלמים,5,,,,1,,0
,,,629,חלוקה,5,,,,1,,0
,,,632,חלוקה,6,,,,1,,0
,,,639,חלוקה,8,,,,1,,0
,,,641,חלוקה,5,,,,1,,0
,,,7652,הסקה מתרשים,6,,,,1,,0
,,,8762,Reading Comprehension,3,,,,1,,0
,,,3372,תנועה,5,,,,1,,0
,,,10315,הסקה מתרשים,4,,,,1,,0
